condition,replicate,method,participant_id,parameter,true,recovered
zero,0,hierarchical,sub-10317,alpha,0.28212320653213835,0.31812169869018236
zero,0,hierarchical,sub-10369,alpha,0.24004595983471724,0.19626578207434311
zero,0,hierarchical,sub-10402,alpha,0.10484581698867726,0.275778442610565
zero,0,hierarchical,sub-10418,alpha,0.23677264998097608,0.3488500209297188
zero,0,hierarchical,sub-10462,alpha,0.5768617497289807,0.42430564503079127
zero,0,hierarchical,sub-10478,alpha,0.1649748869261328,0.1903545494892845
zero,0,hierarchical,sub-10486,alpha,0.320436925467256,0.5144902447115376
zero,0,hierarchical,sub-10529,alpha,0.2665097626606415,0.2769082155636255
zero,0,hierarchical,sub-10541,alpha,0.16045542231806234,0.19625267892227374
zero,0,hierarchical,sub-10555,alpha,0.27308263447539693,0.24585383470498123
zero,0,hierarchical,sub-10559,alpha,0.4548547059557038,0.5743556466183249
zero,0,hierarchical,sub-10572,alpha,0.24438295476651767,0.3043887833994588
zero,0,hierarchical,sub-10581,alpha,0.2852434717299878,0.28842493883127623
zero,0,hierarchical,sub-10584,alpha,0.49494288445223655,0.26770031117463
zero,0,hierarchical,sub-10585,alpha,0.20312934236175278,0.31951343199953497
zero,0,hierarchical,sub-10589,alpha,0.4269266902762741,0.2990759752660964
zero,0,hierarchical,sub-10590,alpha,0.333851774938418,0.2246543126266925
zero,0,hierarchical,sub-10596,alpha,0.1970731488416467,0.20318191550757514
zero,0,hierarchical,sub-10603,alpha,0.14330237722886383,0.22954965313339598
zero,0,hierarchical,sub-10606,alpha,0.25408960644072776,0.3143396205283725
zero,0,hierarchical,sub-10608,alpha,0.4899710451812271,0.27377931339600065
zero,0,hierarchical,sub-10617,alpha,0.3006060949521554,0.2366945158037359
zero,0,hierarchical,sub-10636,alpha,0.20504098764815026,0.18090177874472835
zero,0,hierarchical,sub-10638,alpha,0.1646009589279424,0.2785779029264875
zero,0,hierarchical,sub-10640,alpha,0.6413168082102265,0.5248779679695
zero,0,hierarchical,sub-10641,alpha,0.19351860686812114,0.31046590631615256
zero,0,hierarchical,sub-10642,alpha,0.2485660146751778,0.22562446777371625
zero,0,hierarchical,sub-10644,alpha,0.2559836403855498,0.21289701365507777
zero,0,hierarchical,sub-10647,alpha,0.21152487445310061,0.15094755828459314
zero,0,hierarchical,sub-10649,alpha,0.45675322155646253,0.4220968391251288
zero,0,hierarchical,sub-10652,alpha,0.5335596679959865,0.37075905956238125
zero,0,hierarchical,sub-10656,alpha,0.4706634102568416,0.30034629694013
zero,0,hierarchical,sub-10661,alpha,0.258840511790079,0.31098618772062
zero,0,hierarchical,sub-10663,alpha,0.2298943435500823,0.1877805976790025
zero,0,hierarchical,sub-10668,alpha,0.297092045411295,0.28613525201516127
zero,0,hierarchical,sub-10673,alpha,0.22770738633826274,0.220741233949305
zero,0,hierarchical,sub-10674,alpha,0.3372247839668802,0.4123608801048
zero,0,hierarchical,sub-10677,alpha,0.2481611712588982,0.32196288711476495
