run,model,category,label,measure,n_subjects,observed,mean,median,ci_low,ci_high
H2_full_age,H2,partner,friend,high_probability,111,0.7787168939641232,0.4610723422047094,0.4607909080117096,0.4424685527010762,0.4806099102625105
H2_full_age,H2,partner,friend,investment,111,4.963929540869012,3.51657872745946,3.514904003335376,3.4258364374511,3.61276227345686
H2_full_age,H2,offer,friend:0-2,high_probability,111,0.882132132132132,0.4808158158158158,0.4812312312312312,0.4316816816816817,0.5342154654654654
H2_full_age,H2,offer,friend:0-2,investment,111,1.764264264264264,0.9616316316316316,0.9624624624624624,0.8633633633633635,1.0684309309309308
H2_full_age,H2,offer,friend:0-4,high_probability,111,0.8746246246246245,0.4632582582582582,0.4632132132132132,0.4158783783783784,0.5109046546546546
H2_full_age,H2,offer,friend:0-4,investment,111,3.498498498498498,1.853033033033033,1.8528528528528527,1.6635135135135135,2.0436186186186185
H2_full_age,H2,offer,friend:0-8,high_probability,111,0.8603603603603603,0.4457182182182181,0.4444444444444445,0.4042605105105105,0.4982545045045043
H2_full_age,H2,offer,friend:0-8,investment,111,6.882882882882883,3.5657457457457453,3.555555555555556,3.2340840840840843,3.9860360360360345
H2_full_age,H2,offer,friend:2-4,high_probability,111,0.7897897897897899,0.4795245245245244,0.4793543543543543,0.434253003003003,0.5326764264264264
H2_full_age,H2,offer,friend:2-4,investment,111,3.5795795795795797,2.959049049049049,2.9587087087087087,2.8685060060060064,3.065352852852853
H2_full_age,H2,offer,friend:2-8,high_probability,111,0.7037859287859289,0.4495310667810668,0.449565637065637,0.4127260296010296,0.4831692406692406
H2_full_age,H2,offer,friend:2-8,investment,111,6.222715572715573,4.697186400686401,4.697393822393822,4.476356177606178,4.899015444015443
H2_full_age,H2,offer,friend:4-8,high_probability,111,0.6373873873873874,0.4595920920920922,0.4609609609609609,0.4042605105105105,0.510548048048048
H2_full_age,H2,offer,friend:4-8,investment,111,6.54954954954955,5.838368368368368,5.843843843843843,5.6170420420420415,6.042192192192191
H2_full_age,H2,time,friend:1,high_probability,111,0.852230802230802,0.4534156656656657,0.4542846417846419,0.4107343951093951,0.4923241098241099
H2_full_age,H2,time,friend:1,investment,111,5.74075504075504,3.7480318175318175,3.7566066066066064,3.5424431574431576,3.9544589232089216
H2_full_age,H2,time,friend:2,high_probability,111,0.795145145145145,0.4592952118785452,0.4603424853424854,0.4132696088946089,0.5010817960817961
H2_full_age,H2,time,friend:2,investment,111,4.826576576576578,3.372738381238381,3.3788645788645795,3.168010689260689,3.590174817674818
H2_full_age,H2,time,friend:3,high_probability,111,0.7673673673673673,0.4613706325372992,0.4613327613327611,0.4119455169455169,0.5114700414700415
H2_full_age,H2,time,friend:3,investment,111,4.724052624052623,3.392095524095524,3.3928714428714435,3.169557414557414,3.626844701844702
H2_full_age,H2,recent,friend:0,high_probability,111,0.7549592049592049,0.4545047723001799,0.4545271743801156,0.4275089896413426,0.4841249002462237
H2_full_age,H2,recent,friend:0,investment,111,5.002802102802104,3.645795072779335,3.641841333056504,3.5078527072277077,3.796144221511869
H2_full_age,H2,recent,friend:1,high_probability,111,0.7922443047443047,0.4782619566653363,0.4779425688094419,0.4484705839852899,0.5090197723102136
H2_full_age,H2,recent,friend:1,investment,111,4.829201454201454,3.444031111399275,3.443485697162168,3.29120820282585,3.590998773204656
H2_full_age,H2,partner,stranger,high_probability,111,0.5190448454674236,0.4622865309765385,0.4614005205614663,0.4448052874523128,0.4831498714265685
H2_full_age,H2,partner,stranger,investment,111,3.712182180252356,3.518606621042827,3.521122419223105,3.4238695994760078,3.608029032653746
H2_full_age,H2,offer,stranger:0-2,high_probability,111,0.7575075075075076,0.4800075075075076,0.4808558558558558,0.4354354354354354,0.5266704204204203
H2_full_age,H2,offer,stranger:0-2,investment,111,1.5150150150150152,0.9600150150150152,0.9617117117117115,0.8708708708708708,1.053340840840841
H2_full_age,H2,offer,stranger:0-4,high_probability,111,0.7064564564564564,0.4641541541541541,0.463963963963964,0.4184496996996996,0.5135135135135135
H2_full_age,H2,offer,stranger:0-4,investment,111,2.825825825825825,1.8566166166166165,1.855855855855856,1.6737987987987986,2.054054054054054
H2_full_age,H2,offer,stranger:0-8,high_probability,111,0.5893393393393394,0.4456481481481482,0.4459459459459459,0.3926051051051051,0.4962462462462463
H2_full_age,H2,offer,stranger:0-8,investment,111,4.714714714714715,3.565185185185185,3.5675675675675675,3.140840840840841,3.9699699699699695
H2_full_age,H2,offer,stranger:2-4,high_probability,111,0.4782282282282282,0.4789189189189189,0.4789789789789789,0.4286411411411411,0.5300675675675675
