run,model,participant_id,parameter,age,mean,median,ci_low,ci_high
H2_full_age,H2,sub-10317,alpha,63,0.3000845986069663,0.2210856817499999,0.013693452331,0.9003688708224998
H2_full_age,H2,sub-10317,kappa,63,0.0332066017972336,0.009922225439,9.240144954125e-05,0.2002772141824994
H2_full_age,H2,sub-10369,alpha,32,0.2936514596807248,0.2165107386499999,0.01550606439325,0.8917656308924999
H2_full_age,H2,sub-10369,kappa,32,0.0260527240046123,0.009449880388,0.000117207458795,0.1504297403724998
H2_full_age,H2,sub-10402,alpha,36,0.3029509486749881,0.22763745005,0.01629143561475,0.9032838825625
H2_full_age,H2,sub-10402,kappa,36,0.0223179732217815,0.008525658148,0.00010965524327,0.1254531902549998
H2_full_age,H2,sub-10418,alpha,68,0.3268909858286767,0.24488460895,0.01330540175575,0.9306854730899996
H2_full_age,H2,sub-10418,kappa,68,0.0099560257009917,0.0037800399604999,4.88699105315e-05,0.0571948239432499
H2_full_age,H2,sub-10462,alpha,62,0.2543184739041542,0.1678083546,0.010483553286,0.8743516915399999
H2_full_age,H2,sub-10462,kappa,62,0.0954396227928175,0.0277573268999999,0.000135712341415,0.5229649319349992
H2_full_age,H2,sub-10478,alpha,28,0.3096748754292988,0.23280372725,0.01581151923425,0.9095032995324994
H2_full_age,H2,sub-10478,kappa,28,0.0151259714675871,0.0063737588535,9.854950071425e-05,0.0816103973149998
H2_full_age,H2,sub-10486,alpha,42,0.3241133395223785,0.2471438290499999,0.0158366583415,0.92096601093
H2_full_age,H2,sub-10486,kappa,42,0.0105718719473871,0.0045149943775,7.6474123454e-05,0.0565012125087499
H2_full_age,H2,sub-10529,alpha,68,0.3229431023884549,0.2467326994999999,0.0151761587595,0.91659082975
H2_full_age,H2,sub-10529,kappa,68,0.0144423871662237,0.005201531565,6.0132440758750006e-05,0.0844830565154998
H2_full_age,H2,sub-10541,alpha,69,0.3284741090083963,0.25281513125,0.015469808574,0.923413524145
H2_full_age,H2,sub-10541,kappa,69,0.0130813636376093,0.0049415050495,6.025751126925e-05,0.0741861945357497
H2_full_age,H2,sub-10555,alpha,28,0.3210525524774666,0.26326052685,0.01703520666825,0.8747041345224996
H2_full_age,H2,sub-10555,kappa,28,0.0632518065708217,0.0195522771349999,0.0001728840296025,0.3659732132199996
H2_full_age,H2,sub-10559,alpha,28,0.0614004220941656,0.05882086693,0.009084670052575,0.1294657481199999
H2_full_age,H2,sub-10559,kappa,28,1.928303758771456,1.900110596,1.226634603325,2.789144596424999
H2_full_age,H2,sub-10572,alpha,70,0.1989125883181216,0.1212400989,0.00777492910175,0.8212891382924992
H2_full_age,H2,sub-10572,kappa,70,0.1725600834001265,0.1000770323,0.0001898414050074,0.6268699308899999
H2_full_age,H2,sub-10581,alpha,48,0.2659982295123216,0.1797530612,0.0150909819195,0.8915674799399999
H2_full_age,H2,sub-10581,kappa,48,0.038671784868717,0.011504818845,0.000100772922885,0.2346304102924999
H2_full_age,H2,sub-10584,alpha,50,0.1651468611045297,0.11320745765,0.011579193303,0.6173837324299991
